,name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,morning,noon,evening,night
1254,眩光,あの日、あの場所/眩光,WANIMA,2022-04-14,214245,60,6,1,0.405,0.000918,0.968,6.25e-06,0.366,-2.425,0.0669,194.957,4,0.509,0,0,0,1
1255,HAPPY TEARS - feat. Aile The Shota,HAPPY TEARS (feat. Aile The Shota),Novel Core,2022-04-06,200640,48,6,1,0.81,0.657,0.764,0.00026,0.091,-5.554,0.0337,104.959,4,0.703,0,1,0,1
1256,100万回の「I love you」,100万回の「I love you」,Rake,2011-03-09,240680,0,8,1,0.568,0.164,0.889,0.0,0.208,-3.585,0.0419,113.994,4,0.545,0,0,0,1
1257,I wanna see you,阿部真央ベスト,Mao Abe,2019-01-23,214666,35,3,1,0.621,0.0199,0.663,0.0,0.0651,-4.027,0.0276,128.036,4,0.632,0,0,0,1
1258,スターラブレイション,ケラケライフ,Kera Kera,2013-10-16,275880,55,4,1,0.584,0.0532,0.986,0.000655,0.019,-0.385,0.0755,144.025,4,0.583,0,0,0,1
1259,できっこないを やらなくちゃ,きみのためにつよくなりたい,Sambomaster,2010-04-21,215413,0,9,1,0.371,7.21e-05,0.976,0.0,0.104,-2.19,0.0668,139.789,4,0.626,0,1,0,2
1260,トリコ,トリコ / Relax & Chill,Nissy,2018-09-30,232439,57,2,1,0.632,0.0855,0.799,0.0,0.061,-3.436,0.036,90.016,4,0.719,0,1,0,1
1261,START IT AGAIN,Road to The Independent King,AK-69,2013-12-04,228333,35,9,1,0.719,0.22,0.862,0.0,0.113,-4.679,0.0458,93.012,4,0.712,0,0,0,1
1262,うるうびと,余命10年 (Original Soundtrack),RADWIMPS,2022-03-04,318880,63,11,1,0.489,0.401,0.522,0.0,0.238,-5.291,0.0306,78.035,4,0.43,0,0,0,1
1263,できっこないを やらなくちゃ,できっこないを やらなくちゃ,Sambomaster,2010-02-24,219506,0,9,1,0.424,0.000172,0.975,0.0,0.119,-4.136,0.0704,139.914,4,0.568,0,1,0,2
1264,純恋歌,純恋歌,Shonan No Kaze,2006-03-08,431426,45,0,1,0.293,0.215,0.71,0.0,0.0979,-6.244,0.0548,83.776,1,0.268,0,0,0,1
1265,CRAZY FOR YOU,17,Kylee,2011-11-23,238733,0,8,1,0.46,0.599,0.767,1.57e-05,0.126,-1.678,0.0481,161.912,4,0.586,0,0,0,1
1266,you too,you too,ao,2021-11-24,243676,35,9,1,0.47,0.0406,0.684,0.0045,0.125,-5.711,0.0491,114.953,4,0.189,0,0,0,1
1267,Happy Halloween,Happy Halloween,Junky,2018-10-19,246030,39,0,1,0.667,0.000526,0.866,3.69e-05,0.17,-7.048,0.0381,120.007,4,0.67,0,0,0,1
1268,彗星ハネムーン,ナユタン星からの物体Z,Nayutalien,2018-08-29,210600,49,11,0,0.557,0.00507,0.94,6.3e-06,0.0546,-1.612,0.0584,145.007,4,0.681,0,0,0,1
1269,夜空。,夜空。/ストレスフリー,miwa,2015-08-12,314826,32,7,0,0.403,0.836,0.69,0.0,0.5,-5.926,0.0525,167.999,4,0.295,0,0,0,1
1270,創聖のアクエリオン,「創聖のアクエリオン」オープニングテーマ 創聖のアクエリオン,AKINO,2005-04-27,283633,55,6,0,0.505,0.095,0.888,0.0,0.357,-4.553,0.0448,151.088,4,0.594,0,0,0,1
1271,大切,ファンキーモンキーベイビーズ 4,FUNKY MONKEY BABYS,2011-12-21,323440,49,3,1,0.566,0.223,0.766,0.0,0.1,-3.824,0.0365,153.011,4,0.632,0,0,0,1
1272,悲しみなんて笑い飛ばせ,ファンキーモンキーベイビーズ 4,FUNKY MONKEY BABYS,2011-12-21,314800,52,10,1,0.506,0.0238,0.988,0.0,0.288,-1.726,0.0528,168.055,4,0.857,0,0,0,1
1273,なぁ,なぁ,YOAKE,2021-06-30,194344,63,0,1,0.599,0.0431,0.673,0.0,0.0987,-6.723,0.07,169.991,4,0.823,0,0,0,1
1274,バイマイフレンド,生活に、寄り添い.,bokula.,2022-05-04,241693,51,0,1,0.604,0.0122,0.793,0.0,0.121,-4.22,0.0326,105.994,4,0.854,0,0,0,1
1275,カラノココロ,anly one,Anly,2017-04-26,264226,59,2,1,0.622,0.147,0.866,0.00497,0.148,-6.313,0.0507,109.934,4,0.633,0,0,0,1
1276,異世界混合大舞踏会 (feat. おばけ),異世界混合大舞踏会 (feat. おばけ),Gen Hoshino,2022-07-18,225533,64,11,0,0.829,0.0142,0.751,0.014,0.0414,-4.937,0.0645,129.993,4,0.96,0,0,0,1
1277,ウミユリ海底譚,花と水飴、最終電車,n-buna,2015-07-22,236068,53,0,0,0.6,0.166,0.966,2.02e-06,0.324,-3.228,0.0431,120.008,4,0.965,0,0,0,1
1278,あたしを彼女にしたいなら,女子、ジョーキョー。,Koresawa,2015-12-16,244240,46,9,1,0.636,0.00515,0.736,4.54e-05,0.151,-5.628,0.0326,131.906,4,0.736,0,0,0,1
1279,渡月橋 ~君 想ふ~,倉木麻衣×名探偵コナン COLLABORATION BEST 21 -真実はいつも歌にある!-,Mai Kuraki,2021-03-06,245533,51,4,0,0.626,0.666,0.785,0.0,0.0619,-4.976,0.0317,94.022,4,0.768,0,0,0,1
1280,Pellicule,Pellicule,不可思議/wonderboy,2011-05-04,194037,54,1,1,0.827,0.51,0.583,0.0,0.128,-4.433,0.133,88.007,4,0.532,0,0,0,1
1281,Lovers,アンサーパレード,sumika,2016-05-25,250800,62,11,1,0.606,0.0657,0.919,0.0,0.297,-2.024,0.0318,114.474,4,0.766,0,1,0,1
1282,热爱105°C的你,热爱105°C的你,早稻叽,2021-07-22,196597,51,1,1,0.833,0.695,0.533,0.000167,0.151,-8.383,0.0423,136.933,4,0.654,0,0,0,1
1283,スーパー愛したい,スペースシャトルで君の家まで,neguse.,2021-10-13,247321,55,9,1,0.687,0.238,0.646,0.0,0.0652,-5.732,0.03,96.089,4,0.814,0,0,0,1
1284,LOST LOVE,LOST LOVE,Lil Leon,2021-09-25,198375,25,8,1,0.721,0.655,0.825,1.26e-05,0.12,-4.43,0.0496,159.991,4,0.951,0,0,0,1
1285,Crayon,Crayon,ZOT on the WAVE,2022-02-04,176680,64,8,1,0.791,0.157,0.859,3.71e-06,0.446,-4.524,0.0448,140.017,4,0.946,0,1,0,1
1286,Cinema,Nobody's Station,O.A.KLAY,2022-02-11,177687,61,7,1,0.784,0.506,0.826,0.0,0.138,-5.282,0.0389,124.044,4,0.764,0,0,0,1
1287,High School Dropout,Yours,DADA,2021-08-06,168148,56,7,1,0.717,0.374,0.721,0.0,0.133,-4.95,0.061,162.028,4,0.37,0,0,0,1
1288,100MILLION - REMIX,100MILLION (REMIX),舐達麻,2019-12-06,254574,51,5,0,0.506,0.171,0.681,2.47e-06,0.101,-5.967,0.355,83.379,4,0.768,0,0,0,1
1289,Phone,Phone,HITOMIN,2019-07-20,178500,58,2,1,0.819,0.208,0.478,7.93e-05,0.103,-7.828,0.0364,99.988,4,0.236,0,0,0,1
1290,happy end -2021-,happy end -2021-,心之助,2021-12-25,258499,23,1,0,0.662,0.303,0.84,0.0,0.305,-4.973,0.0393,87.974,4,0.669,0,0,0,1
1291,ALL GODS BLESS ME,RYKEYDADDYDIRTY,RYKEYDADDYDIRTY,2022-03-08,197241,56,1,1,0.725,0.157,0.738,0.0,0.0741,-4.858,0.343,86.973,4,0.691,0,0,0,1
1292,少年,少年,SOUTH BLUE,2020-12-14,183530,44,7,1,0.59,0.768,0.695,0.0,0.121,-6.232,0.0412,184.025,4,0.849,0,0,0,1
1293,Kamisama,Kamisama,TEN's UNIQUE,2021-01-13,230000,37,0,1,0.594,0.671,0.622,1.1e-06,0.101,-7.569,0.236,168.019,4,0.786,0,0,0,1
1294,変わらないで,変わらないで,15MUS,2022-02-23,214050,38,5,1,0.745,0.84,0.84,8.59e-05,0.121,-4.882,0.0459,100.015,4,0.726,0,0,0,1
1295,Luv Ya,THE MESSAGE 4,MC Tyson,2021-12-17,180125,36,0,1,0.749,0.405,0.8,0.0,0.146,-3.746,0.068,101.045,4,0.497,0,0,0,1
1296,FEELINGS,FEELINGS,3House,2021-08-25,110424,55,8,1,0.708,0.637,0.445,6.36e-06,0.11,-9.269,0.0569,73.019,4,0.817,0,0,0,1
1297,SAYONARA,STRONGER,HITOMIN,2020-07-26,211755,53,0,1,0.646,0.0885,0.793,0.0,0.337,-3.838,0.0616,164.968,4,0.234,0,0,0,1
1298,WHERE IS THE LOVE?,WHERE IS THE LOVE?,Shurkn Pap,2020-01-17,159134,49,1,1,0.649,0.00364,0.636,0.0544,0.406,-7.207,0.106,172.045,4,0.558,0,0,0,1
1299,FOREVER,THE MESSAGE Ⅲ,MC Tyson,2020-12-18,166830,51,2,1,0.638,0.0698,0.829,0.000132,0.375,-4.696,0.0438,159.906,4,0.493,0,0,0,1
1300,愛とか恋とか,愛とか恋とか,Novelbright,2022-04-15,232476,67,6,1,0.696,0.695,0.547,0.0,0.0985,-5.088,0.0401,90.03,4,0.423,0,0,1,1
1301,ハレンチ,ハレンチ,CHANMINA,2021-09-24,198709,55,11,0,0.713,0.0469,0.869,1.33e-06,0.383,-6.002,0.0519,120.021,4,0.56,0,0,0,1
1302,美人,美人,CHANMINA,2021-03-19,158621,51,1,1,0.796,0.0109,0.733,4.16e-06,0.24,-5.995,0.0986,94.998,4,0.412,0,0,0,1
1303,IKIJIBIKI,ANTI ANTI GENERATION,RADWIMPS,2018-12-12,229733,47,8,1,0.382,4.46e-05,0.991,0.0,0.232,-2.623,0.0924,175.992,4,0.513,0,0,0,1
1304,Exp.,DOORS,13ELL,2017-12-26,229714,34,1,1,0.627,0.649,0.828,0.0,0.0768,-4.604,0.0386,139.996,4,0.657,0,0,0,1
1305,Model,Model,YRD Leo,2020-01-06,120111,51,11,1,0.594,0.76,0.626,0.0,0.148,-6.928,0.0366,160.022,4,0.125,0,0,0,1
1306,おわかれ,おわかれ,Hiplin,2022-02-23,224403,29,9,1,0.474,0.0191,0.563,0.0,0.0914,-6.226,0.0776,71.112,4,0.538,0,0,0,1
1307,Bye,Bye,YRD Leo,2021-09-17,142516,56,10,0,0.663,0.0123,0.744,0.0,0.089,-6.576,0.0354,149.982,4,0.519,0,0,0,1
1308,1st take,Auto Seeds,Zirafu,2020-06-18,200820,5,11,0,0.68,0.181,0.8,0.0,0.354,-6.324,0.0423,128.969,4,0.547,0,0,0,1
1309,Over Friends,Auto Seeds,Zirafu,2020-06-18,192853,7,6,1,0.715,0.59,0.649,0.0,0.129,-7.074,0.0366,136.869,4,0.34,0,0,0,1
1310,AM2:00drive,AM2:00drive,KeeP,2021-04-17,162000,55,1,1,0.777,0.384,0.427,0.0,0.106,-14.49,0.37,145.008,4,0.688,0,0,0,1
1311,Super Car,Mobb Life,BAD HOP,2017-09-06,216001,14,10,0,0.611,0.0763,0.656,0.0,0.0933,-6.305,0.13,139.975,4,0.347,0,0,0,1
1312,Asian Doll,Mobb Life,BAD HOP,2017-09-06,286879,21,3,0,0.767,0.0182,0.69,0.0,0.118,-4.711,0.0582,140.051,4,0.294,0,0,0,1
1313,Dear Family,Dear Family,Red Eye,2019-05-08,199577,0,9,1,0.43,0.0265,0.744,0.0,0.104,-5.078,0.194,170.539,4,0.315,0,0,0,1
1314,BUDS MONTAGE,BUDS MONTAGE,Various Artists,2020-07-30,286759,55,11,0,0.609,0.336,0.728,0.0,0.144,-6.649,0.331,83.323,4,0.558,0,0,0,1
1315,3LDK,Mobb Life,BAD HOP,2017-09-06,215201,13,0,1,0.708,0.102,0.785,0.0,0.145,-3.873,0.0358,100.015,4,0.327,0,0,0,1
1316,そんなもんだ,色んな所へ行こう,心之助,2019-04-30,152600,36,6,0,0.674,0.285,0.902,0.0,0.31,-4.398,0.18,103.934,4,0.612,0,0,0,1
1317,友達と呼ぶのでしょう,White Songs,心之助,2020-12-25,243572,32,7,1,0.76,0.382,0.655,0.0,0.331,-7.688,0.0407,99.989,4,0.516,0,0,0,1
1318,わかってるよ。,わかってるよ。,さんひ,2021-06-16,294006,42,2,1,0.682,0.596,0.493,0.0,0.0958,-8.53,0.0602,78.0,4,0.323,0,0,0,1
1319,運命,Break myself,KeeP,2021-09-18,204246,47,9,1,0.732,0.716,0.764,5.23e-06,0.119,-5.014,0.147,72.996,4,0.427,0,0,0,1
1320,DOWN,Yours,DADA,2021-08-06,166896,51,7,0,0.689,0.268,0.683,1.81e-06,0.0392,-6.21,0.209,174.06,4,0.631,0,0,0,1
1321,SCRAMBLE,SCRAMBLE,Matt Cab,2021-11-26,167521,43,2,1,0.498,0.163,0.902,0.0,0.252,-3.232,0.0401,175.121,4,0.791,0,0,0,1
1322,unknowns,unknowns,O.A.KLAY,2022-01-01,316223,27,4,0,0.678,0.141,0.886,0.0,0.122,-3.911,0.0503,104.028,4,0.432,0,0,0,1
1323,Nasty Nasty Girl,The Message,MC Tyson,2016-08-10,265506,20,6,1,0.705,0.0594,0.708,1.44e-06,0.129,-6.724,0.0893,169.964,4,0.565,0,0,0,1
1324,Never Grow Up,Never Grow Up,CHANMINA,2019-08-07,196253,62,10,1,0.805,0.145,0.858,2.66e-05,0.0686,-4.532,0.059,105.021,4,0.483,0,0,0,1
1325,すきにやる,ZIP ROCK STAR,HENTAI SHINSHI CLUB,2017-11-20,217037,0,1,1,0.7,0.149,0.69,0.0,0.156,-7.016,0.0907,93.132,4,0.71,0,0,0,2
1326,ドライフラワー,ドライフラワー,Yuuri,2020-10-25,285586,68,7,1,0.463,0.426,0.624,0.0,0.221,-5.118,0.0274,147.929,4,0.521,0,1,0,1
1327,December 24,December 24,リルジャップ,2020-11-18,178326,43,6,1,0.711,0.378,0.523,0.000101,0.138,-10.156,0.0632,161.895,4,0.634,0,0,0,1
1328,High Land,BAD HOP WORLD,BAD HOP,2020-08-07,248826,0,8,0,0.72,0.0283,0.867,0.0,0.125,-6.12,0.0442,147.917,4,0.635,0,0,0,1
1329,PLAYBOY,Sounds Good,CREAM,2018-09-19,200268,53,5,1,0.855,0.106,0.657,0.0,0.0803,-4.856,0.0599,99.037,4,0.669,0,0,0,1
1330,カタオモイ,daydream,Aimer,2016-09-21,207360,68,1,1,0.621,0.78,0.533,0.0,0.333,-5.974,0.0342,96.981,4,0.791,0,0,0,1
1331,交差点 DUB,LIGHT -ALL JAPANESE DUB MIX- DISC 1,LIFE STYLE,2020-09-02,99828,47,1,1,0.591,0.448,0.615,0.0,0.108,-4.712,0.063,186.113,4,0.917,0,0,0,1
1332,俺と一緒になってくれ,HOPE,心之助,2018-07-18,279933,41,0,1,0.659,0.75,0.651,0.0,0.212,-5.427,0.038,84.984,4,0.593,0,0,0,1
1333,一人じゃない,Episode III,百足,2021-08-01,176156,38,8,1,0.686,0.131,0.899,0.0,0.148,-3.313,0.0997,151.984,4,0.687,0,0,0,1
1334,春夏秋冬,リサイタル,Hilcrhyme,2010-01-13,297640,54,7,1,0.501,0.66,0.783,0.0,0.206,-4.607,0.0684,139.887,4,0.458,0,0,0,1
1335,Bushido,Fast & Furious 9: The Fast Saga (Original Motion Picture Soundtrack),Various Artists,2021-06-17,193207,49,11,1,0.8,0.253,0.746,0.000136,0.0809,-2.523,0.0727,158.985,4,0.281,0,0,0,1
1336,UP IN SMOKE,磊,MONYPETZJNKMN,2017-05-17,248119,4,9,0,0.655,0.254,0.78,0.0,0.662,-3.675,0.146,82.992,4,0.626,0,0,0,1
1337,BANANA,LOVE + PARTY,CREAM,2019-12-25,177050,54,11,1,0.869,0.603,0.81,0.0,0.0672,-5.153,0.0453,100.005,4,0.928,0,0,1,1
1338,was good day - Remix,was good day (Remix),罰当,2018-08-30,193392,45,9,1,0.748,0.209,0.702,0.0,0.0526,-4.312,0.0452,91.98,4,0.432,0,0,0,1
1339,噂のBITCH,Uncensored,SLOTH,2017-09-13,219999,0,5,1,0.612,0.403,0.777,0.0,0.732,-5.294,0.321,92.979,4,0.622,0,0,0,1
1340,BAKI,Soul Plane,KOH,2020-02-07,166000,45,5,1,0.82,0.314,0.716,0.0,0.0938,-5.564,0.0903,107.017,4,0.387,0,0,0,1
1341,悪我鬼,悪我鬼,Eric.B.Jr,2019-09-19,169134,46,3,0,0.824,0.136,0.644,0.0,0.085,-4.059,0.0856,99.981,4,0.555,0,0,0,1
1342,Ninja,Ninja,¥ellow Bucks,2019-09-25,176433,42,9,1,0.844,0.528,0.673,0.00202,0.113,-5.888,0.0788,143.03,4,0.346,0,0,0,1
1343,incoming call,incoming call,Rfly,2020-03-18,183436,44,4,1,0.849,0.654,0.516,0.0,0.0785,-8.177,0.0595,96.002,4,0.633,0,0,0,1
1344,body,body,HITOMIN,2019-07-14,208048,46,3,0,0.649,0.517,0.471,0.000367,0.138,-8.102,0.0322,82.015,4,0.181,0,0,0,1
1345,Chill桜,Chill,TOM,2020-09-04,185859,42,0,1,0.791,0.481,0.649,0.0,0.112,-7.483,0.0495,95.014,4,0.551,0,0,0,1
1346,STAY YOUNG,PLASTIC TAPE,AMBR,2020-03-01,178628,33,1,0,0.729,0.0176,0.736,1.14e-06,0.107,-6.228,0.0576,87.536,4,0.206,0,0,0,1
1347,Benz i Lauren,XD (SIDE-D),week dudus,2019-12-30,142972,45,2,1,0.969,0.0948,0.679,0.00638,0.113,-6.29,0.271,120.021,4,0.563,0,0,0,1
1348,If I Die,LIVE : live,AK-69,2020-08-02,286106,40,11,0,0.688,0.0962,0.647,0.0,0.148,-5.142,0.0496,90.031,4,0.137,0,0,0,1
1349,Chocolate,CHOCOLATE,CHANMINA,2017-11-15,182466,55,0,1,0.795,0.0614,0.742,2.64e-06,0.0669,-4.722,0.0556,92.002,4,0.267,0,0,0,1
1350,LADY,未成年,CHANMINA,2017-03-08,210733,48,0,1,0.482,0.29,0.67,3.06e-06,0.316,-5.264,0.235,97.85,4,0.882,0,0,0,1
1351,alarm,alarm,KeeP,2021-02-27,141126,44,4,1,0.606,0.675,0.514,0.0,0.125,-13.109,0.201,159.944,4,0.347,0,0,0,1
1352,Lonely,incoming call,Rfly,2020-03-18,169434,38,9,1,0.768,0.783,0.68,0.000128,0.153,-8.586,0.0357,92.055,4,0.798,0,0,0,1
1353,Last Dance,Last Dance,(sic)boy,2021-08-04,158343,45,11,1,0.496,0.0245,0.778,0.0,0.237,-5.086,0.0574,159.869,4,0.654,0,0,1,1
1354,PORSCHEでKISS,PORSCHEでKISS,t-Ace,2019-03-20,198900,48,7,1,0.729,0.0126,0.646,2.24e-06,0.259,-5.008,0.0355,99.989,4,0.565,0,0,0,1
1355,CHU HI,CHU HI,MIYACHI,2021-08-20,176051,37,8,0,0.85,0.102,0.72,3.29e-05,0.354,-6.981,0.0615,119.992,4,0.621,0,0,0,1
1356,GILA GILA,GILA GILA,Awich,2021-07-30,251818,56,11,1,0.854,0.0307,0.789,0.0,0.307,-5.996,0.217,132.02,4,0.443,0,1,0,1
1357,CBD(Remix) (feat. Red Eye & D.O),CBD(Remix) (feat. Red Eye & D.O),KOHH,2021-08-20,301074,51,1,1,0.928,0.0516,0.393,0.0,0.0553,-9.486,0.367,127.961,4,0.526,0,1,0,1
1358,And I Love You So,THE CARTEL FROM STREETS,AK-69,2009-09-02,377239,51,6,0,0.624,0.0654,0.723,0.0,0.108,-5.162,0.0287,143.975,4,0.278,0,0,0,1
1359,HeRO,13WonderLand,Lil King,2020-07-23,166666,28,11,1,0.621,0.555,0.822,0.0,0.149,-5.775,0.0653,180.047,4,0.603,0,0,0,1
1360,3150 〜最高〜,Visual Trance Trap,Nidra Assassin,2020-06-19,104960,17,11,0,0.752,0.551,0.869,0.0,0.148,-1.923,0.146,152.066,4,0.648,0,0,0,1
1361,Chevy,Make U Dirty,MUD,2017-07-26,197028,37,6,1,0.793,0.334,0.713,0.0,0.405,-4.698,0.309,152.031,4,0.793,0,0,0,1
1362,Suicide,BAD HOP WORLD,BAD HOP,2020-08-07,202810,40,9,1,0.691,0.00922,0.526,0.0,0.155,-8.213,0.0484,144.044,4,0.437,0,0,0,2
1363,Hangover - Cover,Hangover (Cover),Repezen Foxx,2021-08-06,204000,0,1,1,0.812,0.185,0.637,0.000886,0.165,-7.37,0.07,105.013,4,0.484,0,0,0,1
1364,Flyday Chinatown,Flyday Chinatown,EVADE FROM 宇宙,2021-01-22,135004,67,7,0,0.441,0.173,0.839,0.915,0.233,-7.534,0.224,128.407,4,0.9,0,0,0,1
1365,Let's Get Eat,APOSTROPHE,T-STONE,2019-10-23,158995,45,9,1,0.896,0.353,0.45,0.0,0.102,-11.738,0.217,139.994,4,0.584,0,0,0,1
1366,"10,000 Hours","10,000 Hours",Keeneng,2019-10-12,164726,14,10,1,0.616,0.154,0.594,7.75e-05,0.139,-6.678,0.0332,179.945,4,0.432,0,0,0,1
1367,High Wall,past & highway,guca owl,2021-06-26,237386,46,5,0,0.752,0.666,0.655,0.0,0.0977,-7.091,0.0968,94.97,4,0.925,0,0,0,1
1368,Come On Baby,HOOD DREAMS,MaisonDe,2021-02-12,127528,37,1,1,0.844,0.0322,0.506,0.000549,0.0722,-9.535,0.235,97.045,4,0.637,0,0,0,1
1369,ソラブネ,CHANGES 2,DJ COH,2021-03-12,220389,20,1,1,0.702,0.143,0.752,0.232,0.0967,-6.257,0.0512,97.653,4,0.428,0,0,0,1
1370,PAPER SHIT,T.B.T.H,eyden,2022-01-02,198055,47,0,1,0.937,0.281,0.38,0.0,0.0665,-10.6,0.537,140.019,4,0.871,0,1,0,1
1371,Smash!!!,Smash!!!,DJ KANJI,2021-05-25,118360,45,10,1,0.798,0.398,0.704,0.0,0.362,-7.345,0.11,138.082,4,0.889,0,1,0,1
1372,Stronger,THE ANTHEM,AK-69,2019-02-27,243040,46,5,1,0.635,0.0515,0.574,0.0,0.16,-6.911,0.0451,85.999,4,0.316,0,0,0,1
1373,XXな関係,PURPLE,心之助,2021-08-30,157840,27,7,1,0.773,0.0586,0.796,3.76e-06,0.0583,-2.969,0.0532,99.992,4,0.594,0,0,0,1
1374,Unlimited,Unlimited,BLOOM VASE,2021-12-17,166666,24,1,0,0.739,0.497,0.779,1.27e-06,0.131,-3.559,0.0395,89.975,4,0.407,0,0,0,1
1375,My Vision - Piano Ver.,My Vision (Piano Ver.),心之助,2022-02-14,254000,19,11,1,0.551,0.726,0.454,1.28e-06,0.206,-11.102,0.0715,176.084,4,0.316,0,0,0,1
1376,GAL - Mixed,FTL Mixtape vol.2 (mixed by Thlive - DJMIX),Thlive,2021-11-30,146629,40,1,1,0.826,0.00439,0.453,0.0,0.372,-12.285,0.336,156.307,4,0.807,0,0,0,1
1377,Diary,Diary,SEKAI NO OWARI,2021-12-14,242650,53,11,1,0.344,0.67,0.454,3.16e-06,0.256,-6.723,0.0308,120.033,3,0.39,0,0,0,1
1378,もぐらの唄,もぐらのアルバム,Express,2014-01-29,329740,48,1,0,0.567,0.041,0.835,7.76e-06,0.113,-2.895,0.0952,179.969,4,0.59,0,0,0,1
1379,ハジマリ,ハジマリ,GADORO,2020-03-11,282791,30,8,1,0.546,0.477,0.678,2.76e-06,0.0975,-7.627,0.335,167.677,4,0.815,0,0,0,1
1380,2022,2022,虎韻,2022-01-16,138461,46,5,0,0.809,0.421,0.751,0.0,0.134,-4.417,0.0893,90.947,4,0.572,0,0,0,1
1381,未完成,未完成,Leo Ieiri,2020-01-29,240546,52,7,1,0.66,0.163,0.722,0.0,0.306,-3.525,0.0344,90.116,4,0.425,0,0,1,1
1382,Enemy,Yours,DADA,2021-08-06,180200,47,1,1,0.705,0.464,0.599,0.0,0.185,-4.789,0.0551,74.989,4,0.311,0,0,0,1
1383,太陽と空,太陽と空,心之助,2017-05-02,252000,34,8,1,0.629,0.148,0.868,0.0,0.0827,-5.032,0.0624,99.974,4,0.677,0,0,0,1
1384,春空,春空,鈴木鈴木,2022-02-28,254297,52,7,1,0.539,0.628,0.57,0.0,0.339,-4.876,0.0453,79.974,4,0.459,0,0,0,1
1385,正解 - 18FES ver.,ANTI ANTI GENERATION,RADWIMPS,2018-12-12,357426,58,9,1,0.465,0.847,0.384,0.0,0.196,-7.265,0.0269,82.351,4,0.35,0,0,0,1
1386,香水,香水,Eito,2019-04-21,252594,52,3,1,0.848,0.824,0.352,0.0,0.0906,-6.838,0.041,121.833,4,0.776,0,0,1,1
1387,奏(かなで),奏(かなで),Sukima Switch,2004-03-10,329000,38,10,1,0.519,0.417,0.67,7.9e-05,0.173,-6.364,0.0261,150.021,4,0.54,0,0,0,1
1388,ひまわりの約束,青の光景,Motohiro Hata,2015-12-16,308146,62,10,1,0.523,0.188,0.445,0.0,0.18,-6.359,0.0329,78.957,4,0.336,0,1,0,1
1389,The Next Episode,2001,Dr. Dre,1999-11-16,161506,81,10,0,0.922,0.0281,0.909,0.0,0.0856,-2.429,0.27,95.295,4,0.309,0,0,0,1
1390,Me Too,The Plain,KOWICHI,2016-10-12,197880,40,11,1,0.821,0.00307,0.662,0.0,0.0827,-6.191,0.0337,105.025,4,0.815,0,0,0,1
1391,SAIL AWAY,SAIL AWAY,心之助,2022-04-04,170253,26,11,0,0.661,0.000857,0.904,0.0,0.0504,-4.537,0.0936,92.449,4,0.96,0,0,0,1
1392,Earth,Earth,Lil Dicky,2019-04-18,281500,63,2,1,0.694,0.639,0.664,0.0,0.0929,-4.649,0.05,95.941,4,0.676,0,0,0,1
1393,first love,Sounds Good,CREAM,2018-09-19,183804,45,2,1,0.771,0.286,0.502,0.0,0.0988,-8.078,0.143,96.999,4,0.261,0,0,0,1
1394,Trip,Bad Bitch,HITOMIN,2019-09-20,284250,52,5,1,0.649,0.0797,0.713,0.0,0.112,-3.533,0.0336,100.056,4,0.326,0,0,0,1
1395,TOKIOKI,Chawalit,Tokyo Young Vision,2021-07-09,273614,42,9,0,0.766,0.159,0.676,0.0,0.104,-5.817,0.175,100.1,4,0.425,0,0,0,1
1396,COZY LIFE,COZY LIFE TAPE VOL.1,Tim Pepperoni,2022-01-23,155590,21,6,0,0.558,0.000891,0.829,0.0,0.189,-4.451,0.104,160.723,4,0.416,0,0,0,1
1397,I LIKE IT,BABY MODE,Billy Laurent,2021-07-31,163000,39,5,1,0.837,0.432,0.511,0.0,0.125,-8.159,0.155,89.986,4,0.525,0,0,0,1
1398,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),Wiz Khalifa,2015,229525,82,10,1,0.689,0.369,0.481,1.03e-06,0.0649,-7.503,0.0815,80.025,4,0.283,0,0,0,1
1399,口に出して,口に出して,Awich,2021-08-27,143195,39,6,0,0.921,0.0219,0.665,0.0,0.0643,-6.297,0.165,96.017,4,0.729,0,0,0,1
1400,超ヤバい,おとな。,t-Ace,2017-11-15,195588,51,2,1,0.775,0.327,0.683,0.0,0.333,-3.853,0.0403,102.025,4,0.655,0,0,0,1
1401,Bitch Tomorrow,The Gold,Hawk,2021-05-10,161868,43,5,1,0.711,0.178,0.737,0.0,0.176,-4.605,0.0957,97.83,4,0.288,0,0,0,1
1402,NINOKUNI,OZWORLD,OZworld,2019-06-09,257282,57,9,0,0.753,0.238,0.825,0.0,0.0669,-3.737,0.0771,129.958,4,0.815,0,0,0,1
1403,Mango Loco,Mango Loco,JP THE WAVY,2022-04-12,133402,46,9,0,0.767,0.00916,0.619,0.568,0.115,-7.43,0.0776,103.062,4,0.439,0,0,0,1
1404,Dream Melody,DREAMS AND NIGHTMARES,DJ RYOW,2019-10-02,180102,39,9,1,0.676,0.0837,0.558,1.24e-06,0.16,-8.409,0.0406,159.904,4,0.526,0,0,0,1
1405,Take It Easy,SACULA,WILYWNKA,2018-09-19,229416,46,4,1,0.863,0.616,0.762,0.0,0.108,-3.531,0.0993,99.966,4,0.642,0,0,0,1
