,name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,sunny,cloudy,rainy
1305,想い出Rainbow,Cécile,Yoshimi Iwasaki,1982-10-21,299306,5,0,0,0.744,0.61,0.592,4.19e-06,0.238,-8.9,0.0304,131.781,4,0.5,0,0,1
1306,どしゃぶりの雨の中で,どしゃぶりの雨の中で,Sambomaster,2018-09-05,175124,22,9,0,0.567,0.0182,0.729,1.42e-06,0.0853,-4.873,0.0257,97.972,4,0.612,0,0,1
1307,ファビュラス,GOOD LUCK,Vickeblanka,2015-08-05,217573,33,0,1,0.616,0.0023,0.899,7.44e-06,0.2,-3.246,0.0403,128.971,4,0.818,0,0,1
1308,眠れぬ夜,NEXT SOUND TRACK,Off Course,1982-09-21,196200,16,7,1,0.613,0.475,0.852,3.72e-05,0.143,-6.65,0.0434,122.032,4,0.772,0,0,2
1309,九月の雨,新たなる解,ayU tokiO,2016-05-11,222500,0,0,1,0.629,0.302,0.689,0.00571,0.106,-7.405,0.0271,105.065,4,0.622,0,0,1
1310,My Dear,noon moon,Tomoyo Harada,2014-05-07,181520,15,7,1,0.63,0.857,0.308,0.118,0.144,-9.309,0.0243,88.231,4,0.268,0,0,1
1311,Rhythm of the Rain,Rhythm Of The Rain,The Cascades,1963,146360,61,0,1,0.659,0.627,0.66,0.000217,0.136,-8.337,0.0441,116.634,4,0.672,0,0,1
1312,今日が雨降りでも,re:evergreen,My Little Lover,2015-11-25,243964,18,6,0,0.607,0.162,0.748,1.06e-05,0.131,-5.46,0.0282,118.986,4,0.495,0,0,1
1313,雨上がり,NIKKI,Quruli,2005-11-23,173530,16,9,1,0.551,0.307,0.845,0.000281,0.0689,-5.681,0.0318,110.571,4,0.871,0,0,1
1314,時を越えて,Mind Note,Junichi Inagaki,1987,290400,20,0,1,0.556,0.659,0.314,0.00012,0.129,-14.322,0.0285,148.68,4,0.273,0,0,1
1315,雨やどり,風見鶏 (2016リマスター),Masashi Sada,1978-07-25,268533,33,2,1,0.365,0.817,0.347,6.61e-06,0.667,-9.12,0.0363,150.296,4,0.386,0,0,1
1316,rainy day,(miss)understood,Ayumi Hamasaki,2006-01-01,241666,27,1,0,0.572,0.00558,0.557,5.59e-05,0.0539,-8.931,0.0325,89.978,4,0.153,0,0,1
1317,Alone~featuring mayo on piano~,Love Story,Mayo Okamoto,2016-07-06,416680,21,0,1,0.448,0.973,0.134,0.0001,0.108,-13.628,0.042,134.243,4,0.192,0,0,1
1318,蒼いアジサイが泣いている,鰻,Uri Nakayama,2014-06-04,259000,0,11,0,0.452,0.744,0.189,0.000716,0.148,-14.503,0.0348,123.405,4,0.251,0,0,1
1319,紫陽花,新しい世界,Miwa Sasagawa,2018-01-31,274266,22,6,1,0.606,0.443,0.466,0.000166,0.116,-7.956,0.0251,75.007,4,0.662,0,0,1
1320,雨の日 - Cashmere ヴァージョン,Cashmere,Midori Karashima,2017-10-25,374026,5,2,0,0.436,0.987,0.0477,2.38e-06,0.103,-15.499,0.0344,93.065,4,0.21,0,0,1
1321,さよならをするために~アコースティックバージョン~,ゴールデン☆ベスト ビリー・バンバン ~また君に恋してる~,Billy Ban Ban,2010-01-01,199360,38,11,0,0.637,0.9,0.297,0.0,0.0883,-13.934,0.0293,102.068,4,0.224,0,0,1
1322,レイニー カインド オブ ラブ,a piece of cake!,Marina Watanabe,1990-07-21,193613,0,11,1,0.689,0.853,0.289,0.0,0.327,-14.289,0.0364,125.916,4,0.755,0,0,1
1323,2つの願い - VERSIONⅡ,PHARMACY,Noriyuki Makihara,1994-10-25,289840,29,8,1,0.676,0.0656,0.864,0.000674,0.312,-6.896,0.0273,108.043,4,0.926,0,0,1
1324,Door,Door,JUJU,2014-02-12,249853,0,4,1,0.372,0.271,0.781,1.15e-06,0.0858,-3.534,0.0395,199.973,4,0.397,0,0,1
1325,愛してるなんてとても言えない,BOOGIE WOOGIE MAINLAND,Anri,1988-05-21,303066,27,10,1,0.663,0.189,0.883,0.000953,0.0903,-6.1,0.0292,121.967,4,0.845,0,0,1
1326,雨の日曜日,Light Mellow やまがたすみこ,Sumiko Yamagata,2014-10-29,243040,1,0,1,0.503,0.672,0.507,2.48e-05,0.14,-10.339,0.0348,130.458,4,0.508,0,0,1
1327,虹をわたって,虹をわたって,天地 真理,2006-10-01,191000,0,10,1,0.625,0.488,0.581,1.84e-06,0.0925,-6.247,0.0337,130.786,4,0.798,0,0,1
1328,ひとり上手,研ナオコ ベスト・コレクション32,Naoko Ken,2008-02-20,247146,33,6,0,0.621,0.445,0.543,0.00183,0.103,-10.597,0.0299,92.662,4,0.523,0,0,1
1329,スロープに天気雨,ラズベリーの風,Yoko Oginome,1986-04-21,262853,15,9,0,0.707,0.247,0.877,0.0225,0.328,-5.733,0.0309,115.912,4,0.668,0,0,1
1330,Rainy Bus Stop,WiSH,Ami Ozaki,1997-03-26,273173,1,9,0,0.615,0.667,0.532,0.000402,0.277,-8.623,0.0269,82.957,4,0.288,0,0,1
1331,雨の停車場,Cécile,Yoshimi Iwasaki,1982-10-21,177346,3,9,0,0.348,0.852,0.315,6.88e-06,0.186,-12.53,0.0297,110.874,3,0.268,0,0,1
1332,Silent Rain,会いたい,Chikako Sawada,1990-01-01,299493,15,7,1,0.357,0.62,0.563,0.00169,0.301,-11.134,0.0352,82.972,4,0.671,0,0,1
1333,コズミック・シーのランチ・タイム,GIRL FRIEND ARMY,Carnation,2009-12-09,218106,5,6,0,0.578,0.00123,0.76,0.0298,0.0974,-6.593,0.0276,89.948,4,0.834,0,0,1
1334,夜と雨のワルツ,rain falls,Miyuki Hatakeyama,2013-06-05,202920,25,7,0,0.398,0.948,0.254,6.97e-06,0.103,-9.496,0.0276,140.181,3,0.262,0,0,1
1335,MISTY RAINY DAY,障子久美 ゴールデン☆ベスト in Victor Years,障子久美,2009-09-16,322136,4,8,1,0.445,0.688,0.456,0.0,0.137,-8.759,0.033,74.019,4,0.287,0,0,1
1336,雨上がり - セルフカバー,Inside My Love,Keiko Maruyama,2009-02-18,265200,1,5,1,0.58,0.975,0.169,0.0,0.0967,-10.819,0.0373,135.184,4,0.263,0,0,1
1337,LOVE RAIN ~恋の雨~,Listen To The Music 3,Noriyuki Makihara,2014,282493,0,0,0,0.739,0.136,0.511,0.0,0.245,-9.267,0.0305,110.029,4,0.572,0,0,1
1338,ジャスト・イン・ザ・レイン,Love Heart,Raji,1978-12-21,307773,0,0,1,0.6,0.502,0.631,0.0,0.804,-6.92,0.0305,79.744,4,0.837,0,0,2
1339,パステルの雨,水谷麻里 ゴールデン☆ベスト,Mari Mizutani,2009-09-16,251505,15,2,1,0.793,0.279,0.723,2.19e-05,0.0717,-8.741,0.0453,132.135,4,0.87,0,0,1
1340,相合傘 - Broken Radio Version,HOCHONO HOUSE,Haruomi Hosono,2019-03-06,80826,32,9,1,0.664,0.811,0.352,0.0634,0.344,-18.43,0.118,89.964,4,0.498,0,0,1
1341,ALGO,CLUB TRAMPS,伊豆田洋之,1989-11-01,261866,0,2,1,0.615,0.558,0.367,0.000601,0.0696,-15.15,0.0325,77.842,4,0.303,0,0,1
1342,雨のフォーチュン,JOY AND PAIN,Satoshi Ikeda,2012-02-29,366000,12,9,0,0.661,0.53,0.691,0.0,0.348,-9.697,0.0306,127.898,4,0.806,0,0,1
1343,雨の中に夏がいる,Something Doing,峠恵子,1994-02-21,337973,0,8,1,0.665,0.33,0.598,3.69e-05,0.374,-10.403,0.032,113.892,4,0.39,0,0,1
1344,ひとコマの雨 -I'm On Your Side- - (RAINDROP MIX),U-DNA,Various Artists,2016-07-27,265866,2,7,0,0.414,0.0178,0.937,2.26e-05,0.363,-5.444,0.0386,157.846,4,0.653,0,0,1
1345,Rainy Love~届かない想い~,Blue Spirit,Lisa Yamaguchi,2010-08-25,274134,7,0,0,0.656,0.415,0.73,0.0,0.344,-3.752,0.0327,105.961,4,0.782,0,0,1
1346,雨あがり,IIアルバム,Cherish,2006-10-25,160440,5,10,1,0.626,0.158,0.386,0.0,0.303,-8.365,0.0253,109.579,4,0.429,0,0,1
1347,蒼空の一滴,蒼空の一滴 - Into the Rainy Days of Romance & Adventure -,Mikiko Noda,1989-01-21,39493,0,0,1,0.464,0.987,0.128,0.954,0.278,-23.865,0.0428,136.55,1,0.299,0,0,1
1348,雨,ゴールデン☆ベスト 三善英史,Eiji Miyoshi,2017-07-19,235533,33,4,0,0.496,0.68,0.434,1.68e-06,0.0814,-9.341,0.0264,95.363,4,0.359,0,0,1
1349,いのち,ふざけんじゃねぇ,Tsuyoshi Nagabuchi,1997-09-03,328560,17,2,1,0.486,0.883,0.535,6.39e-06,0.267,-5.172,0.0301,126.205,4,0.317,0,0,1
1350,銀の雨,松山千春ベスト32,Chiharu Matsuyama,2003,212946,40,5,0,0.504,0.0668,0.447,0.0,0.148,-10.033,0.032,112.272,4,0.409,0,0,1
1351,雨の向うに,浪漫,Chiharu Matsuyama,1980,290333,7,9,1,0.556,0.818,0.493,0.000558,0.365,-16.475,0.0487,106.32,4,0.351,0,0,1
1352,銀色の空,FIRST STORY,redballoon,2007-09-05,216746,0,8,1,0.335,0.000748,0.943,1.85e-06,0.166,-4.211,0.047,93.742,4,0.423,0,0,1
1353,Purpose,Purpose (Deluxe),Justin Bieber,2015-11-13,210160,0,0,1,0.481,0.9,0.285,0.0,0.123,-10.848,0.0424,130.029,4,0.316,0,0,1
1354,夜明けの雲,POP CLASSICO,Yumi Matsutoya,2013-11-20,248040,11,0,0,0.572,0.366,0.501,0.000137,0.168,-9.569,0.0301,126.954,4,0.318,0,0,1
1355,セシールの雨傘 (Single Version),ゴールデン☆ベスト~ビクター・イヤーズ,Mari Iijima,2015-05-27,292000,20,4,0,0.783,0.0467,0.888,0.00513,0.123,-6.927,0.0363,120.008,4,0.842,0,0,1
1356,青のじゅもん - Remastered,キロロのいちばんイイ歌あつめました (リマスター盤),Kiroro,2018-01-24,332240,23,5,1,0.492,0.917,0.232,4.83e-06,0.111,-8.178,0.0306,78.962,4,0.265,0,0,1
1357,翡翠,もらい泣き,Yo Hitoto,2002-10-30,278906,13,9,0,0.546,0.662,0.616,6.84e-06,0.216,-8.424,0.0328,151.938,4,0.363,0,0,1
1358,語りつぐ愛に,Lover's Concerto,Hiroko Yakushimaru,1989,251226,33,1,1,0.715,0.602,0.563,2.33e-05,0.33,-11.74,0.0276,120.886,4,0.617,0,0,1
1359,ズラチナルーカ,夕風ブレンド,Sukima Switch,2006-11-29,317880,27,9,1,0.511,0.369,0.73,0.0242,0.281,-10.572,0.0295,88.987,4,0.756,0,0,1
1360,SHADOW CITY,Reflections,Akira Terao,1981-04-05,264026,38,8,0,0.381,0.366,0.617,0.845,0.283,-12.336,0.0307,86.457,4,0.582,0,0,1
1361,Cherie,Cherie/Deep Scar,The Checkers,1989-07-05,303493,13,9,1,0.587,0.186,0.665,6.17e-06,0.351,-9.546,0.0359,121.793,4,0.643,0,0,1
1362,雨に願いを,Diamond Box,Wink,1991,257333,0,7,1,0.596,0.302,0.562,2.96e-06,0.201,-11.052,0.0315,92.9,4,0.174,0,0,1
1363,雨に願いを,POP CLASSICO,Yumi Matsutoya,2013-11-20,216106,10,7,1,0.531,0.926,0.158,1.28e-06,0.0902,-13.442,0.0482,119.414,4,0.225,0,0,1
1364,散歩道(2006),The Best of Shogo Hamada vol.2,Shogo Hamada,2006-08-09,287053,0,7,1,0.617,0.657,0.487,1.01e-06,0.109,-7.206,0.0234,83.935,4,0.211,0,0,1
1365,好きになって、よかった,Anthology 加藤いづみBEST,Izumi Kato,2003,270036,20,6,1,0.669,0.834,0.232,0.0,0.107,-9.43,0.0322,76.056,4,0.275,0,0,1
1366,マシンガンと形容詞,ランドマーク,ASIAN KUNG-FU GENERATION,2012-09-12,235400,0,0,1,0.584,0.141,0.912,0.000332,0.0893,-4.746,0.0488,117.096,4,0.588,0,0,1
1367,"いつもいつでも ~WHEREVER YOU ARE ""DELICIOUS"" VERSION~",DELICIOUS,DREAMS COME TRUE,1995-03-25,257893,0,8,1,0.58,0.0902,0.715,0.0,0.289,-7.654,0.0365,152.692,3,0.73,0,0,1
1368,ミセスマーメイド,ミセスマーメイド/誰もいないweekend,The Checkers,1991-09-04,299160,18,8,1,0.678,0.428,0.725,2e-05,0.0412,-9.556,0.0392,105.88,4,0.625,0,0,1
1369,TENDER,TENDER,Straightener,2004-02-18,284400,8,6,1,0.505,2e-05,0.987,0.216,0.0975,-3.479,0.0477,125.899,4,0.66,0,0,1
1370,残り火,残り火,Mayumi Itsuwa,1990-09-15,219133,0,4,0,0.458,0.641,0.488,5.06e-06,0.383,-12.823,0.0296,128.709,4,0.403,0,0,1
1371,北極星,アカペラ,The Gospellers,2002-12-04,229240,0,8,1,0.475,0.876,0.242,0.0,0.301,-11.435,0.0376,74.03,4,0.276,0,0,1
1372,タワー・サイド・メモリー,昨晩お会いしましょう,Yumi Matsutoya,1981-11-01,186820,33,4,1,0.649,0.715,0.556,0.000233,0.309,-8.702,0.0309,109.412,4,0.619,0,0,1
1373,裸足のまんまで - Live,長渕 剛 LIVE' 89,Tsuyoshi Nagabuchi,1990-02-21,273600,0,7,1,0.415,0.702,0.678,0.0,0.887,-7.09,0.0524,113.105,4,0.362,0,0,1
1374,Squall,mihimaballads,Mihimaru GT,2010-01-01,276533,7,5,1,0.747,0.403,0.697,0.0,0.29,-8.215,0.0349,108.018,4,0.665,0,0,1
1375,相合傘 - シングル・ミックス,帰っておいで,Jitterin' Jinn,1991-06-21,240600,7,4,0,0.6,0.0806,0.697,0.614,0.303,-10.509,0.0326,145.081,4,0.47,0,0,1
1376,Nobody Else,45周年記念ベストアルバム ユーミンからの、恋のうた。,Yumi Matsutoya,2018-04-11,200753,15,7,1,0.71,0.112,0.883,0.0619,0.0704,-6.514,0.0235,98.049,4,0.643,0,0,1
1377,雨,ゴーストライター,Jun Shibata,2009-11-04,382657,12,5,1,0.543,0.215,0.566,0.0,0.119,-5.341,0.026,138.033,4,0.339,0,0,1
1378,アンブレラ,ゼロへの調和,UNDER GRAPH,2005-06-15,282600,13,9,1,0.535,0.588,0.568,0.0,0.148,-8.618,0.0297,199.969,4,0.828,0,0,1
1379,激しい雨,夢助,Kiyoshiro Imawano,2006-10-04,282240,20,9,1,0.645,0.101,0.561,0.0,0.0357,-5.194,0.033,132.939,4,0.686,0,0,1
1380,サヨナラの雨,plugged,Ohashi Trio,2013-03-13,294173,10,8,1,0.568,0.892,0.416,0.000178,0.144,-7.369,0.0267,124.933,4,0.21,0,0,1
1381,わらの犬,わらの犬,Fumiya Fujii,1998-08-01,293960,0,10,1,0.597,0.31,0.505,0.000152,0.148,-8.773,0.0227,93.04,4,0.289,0,0,1
1382,ONE DAY,Ken's Bar,Ken Hirai,2003-12-10,251000,0,0,1,0.383,0.907,0.237,0.0,0.121,-10.878,0.0304,127.644,4,0.347,0,0,1
1383,Baby's Breath,Sincerely Dears...,Yukari Tamura,2007-03-28,258560,0,5,1,0.695,0.0473,0.853,7.87e-06,0.166,-6.962,0.0281,127.034,4,0.742,0,0,1
1384,週末だけのPARADISE,16th Summer Breeze,Anri,1994-07-08,310973,4,10,1,0.728,0.155,0.756,7.65e-06,0.656,-8.653,0.0485,118.003,4,0.852,0,0,1
1385,雨音,SENRI HAPPY,Senri Oe,1996-05-02,333840,0,7,1,0.638,0.432,0.464,0.000415,0.0704,-11.378,0.0274,75.17,4,0.399,0,0,1
1386,さよならレイニー・ステーション,上田知華+KARYOBIN(3),上田知華+KARYOBIN,1980-07-25,313333,6,2,1,0.193,0.931,0.198,0.000447,0.263,-11.826,0.032,73.734,4,0.174,0,0,1
1387,Last Friday Night Summer Rain,Surfbank Social Club,HITOMITOI,2013-06-19,301213,20,10,0,0.739,0.021,0.718,0.0,0.306,-5.598,0.0248,129.977,4,0.84,0,0,1
1388,アメノチハレ,ユバナ,Nanamusica,2006-02-15,265546,9,7,1,0.596,0.218,0.627,0.0,0.155,-5.879,0.0258,86.501,4,0.347,0,0,1
1389,ひとりごと,『マイ・グラティテュード』,岡田奈々,2019-05-22,206240,15,10,1,0.533,0.801,0.373,0.0493,0.219,-9.171,0.0302,121.241,4,0.683,0,0,1
1390,レインワルツ アンド ラビングユー,閃光,Hi-Fi Set,1979-07-05,284000,7,5,1,0.581,0.736,0.209,0.0,0.545,-18.974,0.0303,118.721,3,0.24,0,0,1
1391,Becase of rani,OASIS,Junko Yamamoto,1997-04-16,313000,5,5,1,0.646,0.806,0.543,3.46e-05,0.0998,-9.768,0.0394,97.204,4,0.527,0,0,1
1392,雨のちハレルヤ,Light Mellow,Miki Matsubara,2014-09-17,230320,5,2,1,0.821,0.253,0.497,0.0,0.174,-9.257,0.0435,96.247,4,0.495,0,0,1
1393,雨のメモリー,フリージアの雨,Yoko Oginome,1985-03-05,307501,3,0,0,0.648,0.399,0.769,0.000965,0.217,-5.048,0.0252,132.302,4,0.618,0,0,1
1394,In The Rain,Don't be afraid,Cindy,1991-08-25,343000,0,9,0,0.501,0.427,0.546,1.11e-05,0.277,-7.458,0.025,140.151,4,0.183,0,0,1
1395,雨の予感,まごころ,Hiromi Ota,1975-02-01,415626,0,7,0,0.424,0.899,0.345,0.0616,0.0424,-12.377,0.0349,143.162,4,0.245,0,0,1
1396,予感の雨,この夜のどこかで,Eikichi Yazawa,1995-07-05,284026,0,7,1,0.59,0.171,0.783,0.000959,0.0985,-7.554,0.0422,79.117,4,0.639,0,0,1
1397,涙の雨,MIND DROPS,Ami Ozaki,1977,393573,7,7,1,0.433,0.526,0.182,0.162,0.13,-18.677,0.0316,134.766,4,0.185,0,0,2
1398,雨の日の情景,Windy +3,Jin Kirigaya,1981-07-21,272213,0,0,1,0.546,0.818,0.257,0.0332,0.11,-12.713,0.0307,73.687,4,0.132,0,0,1
1399,夜の雨は寂しすぎて,LOVE YOU LIVE,Rumi Shishido,2019-05-22,291483,0,0,1,0.574,0.615,0.419,0.00164,0.117,-10.137,0.0301,174.037,4,0.363,0,0,1
1400,September Rain - 2018 Remaster,FIRST LIGHT (2018 Remaster),Makoto Matsushita,1982-04-21,269260,47,0,1,0.649,0.69,0.339,0.0152,0.137,-11.357,0.0276,124.019,4,0.317,0,0,1
1401,くもりのち晴れ,ゴールデン☆ベスト 石嶺聡子,Satoko Ishimine,2011-05-11,278306,0,7,1,0.652,0.191,0.537,0.0,0.23,-8.949,0.03,122.172,4,0.419,0,0,1
1402,Summer rain,Summer rain,KOBUKURO,2009-08-05,314600,13,0,1,0.612,0.0293,0.875,8.76e-06,0.129,-7.802,0.0344,130.224,4,0.903,0,0,2
1403,回転扉,Relief 72 hours,Yurie Kokubu,1983-09-21,244133,0,7,0,0.767,0.115,0.625,0.00131,0.08,-7.918,0.0425,109.188,4,0.896,0,0,1
1404,恋の雨音,GOLDEN☆BEST リンリン・ランラン<シングル・コレクション>,Rinrin & Ranran,2008,214506,0,2,1,0.658,0.596,0.503,7.15e-05,0.193,-7.591,0.0267,118.584,4,0.508,0,0,1
1405,風になりたい,Folk Songs,沢田聖子,1995-02-22,243906,10,5,1,0.44,0.56,0.502,0.0,0.277,-9.339,0.0302,76.123,4,0.356,0,0,2
1406,雨のヨコハマ,SOUL・FEI FEI!,FeiFei Ou-Yang,2005-04-20,164720,25,9,0,0.458,0.185,0.506,0.0,0.146,-5.83,0.0639,73.389,4,0.564,0,0,1
1407,熱帯魚の涙,熱帯魚の涙,Flower,2014-06-11,283960,0,10,0,0.541,0.345,0.794,0.0,0.38,-3.628,0.0449,167.944,4,0.393,0,0,1
1408,遠雷,SEASONS COLOURS -春夏撰曲集-,Yumi Matsutoya,2007-03-07,324533,8,6,0,0.528,0.209,0.501,0.00519,0.106,-9.529,0.0267,184.01,4,0.492,0,0,1
1409,Passionate Raindrops,A Time To Love,Stevie Wonder,2005-10-28,290106,0,1,1,0.607,0.483,0.542,0.0,0.312,-8.002,0.0468,75.959,4,0.435,0,0,1
1410,いつか冷たい雨が,イルカのうた,Shrieks,1974-02-20,261600,2,2,1,0.413,0.484,0.302,0.000671,0.0844,-16.073,0.0361,144.246,4,0.334,0,0,1
1411,Spring rain,Spring rain,MAX,2002-02-20,296290,11,1,1,0.709,0.569,0.829,5.88e-06,0.221,-5.472,0.0268,108.049,4,0.722,0,0,1
1412,LOVE SQUALL,It's My Time To Shine,Yuko Imai,2018-07-25,243600,12,8,1,0.625,0.479,0.469,3.32e-05,0.109,-8.99,0.0267,76.026,4,0.485,0,0,1
1413,コントロール - [WHO'S KNOCKING ON MY DOOR]より,シングル・コレクション,Maki Asakawa,1988,194826,4,2,1,0.542,0.0181,0.579,0.0,0.32,-11.329,0.0338,126.924,4,0.674,0,0,1
1414,雨のあと,Milestone,Miki Imai,2006-11-22,304680,10,1,1,0.62,0.964,0.182,8.61e-06,0.109,-14.874,0.0309,82.059,4,0.367,0,0,1
1415,夕立ちのあとで,夕立のあとで,Goro Noguchi,1975-07-10,218493,10,1,1,0.426,0.431,0.537,1.38e-05,0.579,-7.768,0.032,80.763,4,0.411,0,0,1
1416,貴方の恋人になりたいのです,阿部真央ベスト,Mao Abe,2019-01-23,309986,35,5,1,0.458,0.0584,0.565,0.0,0.112,-5.11,0.0275,165.99,4,0.674,0,0,1
1417,雨の気持ち,Watercolour,Noriko Sakai,1995-06-21,230400,3,0,1,0.447,0.758,0.38,0.0348,0.125,-12.594,0.0307,145.608,4,0.139,0,0,1
1418,やさしい雨,ビリー・バンバン,Billy Ban Ban,2000-10-21,244866,8,4,1,0.238,0.634,0.586,2.86e-06,0.292,-8.128,0.0545,177.914,4,0.596,0,0,1
1419,今日は雨,南こうせつの50曲,Kosetsu Minami,2019-02-13,236920,10,9,0,0.33,0.483,0.518,0.0683,0.291,-7.957,0.0342,129.163,4,0.13,0,0,1
1420,雨ノチ晴れ。,History II,沢田聖子,2004-10-21,288506,4,7,1,0.735,0.2,0.712,0.0,0.261,-6.595,0.0273,124.011,4,0.854,0,0,1
1421,LOVE RAIN〜恋の雨〜,Covers 〜R&B Sessions〜,FREAK,2018-04-04,293226,10,10,1,0.615,0.125,0.915,0.0,0.13,-4.791,0.0761,110.003,4,0.703,0,0,1
1422,いつまでも好きでいたくて (Remastered 2014),overture! (Remastered 2014),Wink,1994-07-01,281506,0,6,0,0.588,0.614,0.463,0.000226,0.138,-8.857,0.0256,105.854,4,0.407,0,0,1
1423,雨はいつか(2019 Remaster),ロフト・セッションズ VOL.1 アウトテイクス,Various Artists,2019-09-25,271240,0,9,1,0.651,0.147,0.663,0.00179,0.0785,-7.574,0.0324,112.738,3,0.692,0,0,1
1424,たどり着いたらいつも雨降り,元気です。,Takuro Yoshida,2013-02-20,173600,36,9,1,0.568,0.346,0.614,0.0,0.116,-6.071,0.026,134.178,4,0.875,0,0,1
1425,雨上がりのサンバ,Light Mellow やまがたすみこ,Sumiko Yamagata,2014-10-29,196240,0,7,1,0.644,0.696,0.445,2.58e-05,0.0907,-10.245,0.0368,131.62,4,0.324,0,0,1
1426,TSUNAMI,TSUNAMI,サザンオールスターズ,2000-01-26,315500,60,2,1,0.491,0.285,0.689,0.000505,0.279,-4.476,0.0247,90.509,4,0.548,0,0,1
1427,東京,東京,Keisuke Kuwata,2002-06-26,390566,35,9,0,0.381,0.077,0.88,0.000691,0.071,-3.892,0.0336,179.423,3,0.51,0,0,1
1428,雨上がりにもう一度キスをして,涙の海で抱かれたい~SEA OF LOVE~,サザンオールスターズ,2003-07-23,313466,21,2,1,0.58,0.0497,0.865,1.61e-06,0.344,-5.115,0.0352,104.615,4,0.768,0,0,2
1429,雨の街から,障子久美 ゴールデン☆ベスト in Victor Years,障子久美,2009-09-16,347723,5,0,1,0.524,0.61,0.75,0.000568,0.338,-6.977,0.0401,140.203,4,0.54,0,0,2
1430,ブルー・レイニイ・ステイション,Blendy,Junko Hirotani,2016-12-21,241693,2,7,1,0.544,0.499,0.727,1.12e-05,0.0741,-6.324,0.0617,154.073,4,0.504,0,0,1
1431,オレンジの雨,オレンジの雨,Goro Noguchi,1973-03-21,157493,11,5,0,0.45,0.0286,0.542,8.81e-05,0.0995,-7.313,0.0332,141.461,4,0.654,0,0,2
1432,雨のジェラシー,ジュヴゼーム,荒井尚子,1990-06-20,269960,0,10,0,0.765,0.451,0.583,0.00154,0.0992,-12.693,0.0269,129.927,4,0.755,0,0,1
1433,なみだ雨,あるよ・ね,Miyako Chaki,2008-04-23,202893,1,9,1,0.716,0.664,0.293,0.000561,0.162,-13.15,0.0611,140.072,4,0.198,0,0,1
1434,雨が降りそう,雨が降りそう,Sunny Day Service,2020-01-16,304647,19,9,1,0.595,0.25,0.682,0.00412,0.146,-8.056,0.0435,141.923,4,0.503,0,0,1
1435,4月の雨,Loveletter/4月の雨,aiko,2013-07-17,339546,32,3,1,0.437,0.542,0.473,0.0,0.347,-5.932,0.0308,147.737,4,0.384,0,0,1
1436,大阪ヘヴィーレイン,大阪ヘヴィーレイン,Akiko Wada,1992-02-25,299626,0,8,1,0.529,0.292,0.575,0.0,0.143,-7.088,0.024,77.084,4,0.329,0,0,1
1437,通り雨,風/コンプリート・ベスト,Kaze,2010,224400,12,9,0,0.61,0.629,0.733,2.92e-05,0.128,-6.64,0.0315,136.533,4,0.525,0,0,1
1438,雨の音が聞こえる,70's~80's シングルA面コレクション,Hiromi Ota,2002-06-19,247040,0,3,1,0.745,0.544,0.606,0.000468,0.0684,-8.246,0.0314,123.633,4,0.355,0,0,1
1439,恋時雨,恋時雨,Shonan No Kaze,2008-08-27,389346,30,1,1,0.594,0.314,0.748,0.0,0.384,-5.298,0.0337,129.953,4,0.395,0,0,1
1440,青空のように,MAGIC TIME,Ginji Ito,2017-10-25,182813,6,10,1,0.714,0.188,0.855,7.4e-05,0.169,-3.822,0.0416,134.968,4,0.863,0,0,1
1441,レイニー・サタデイ&コーヒー・ブレイク,RAINBOW,Junko Ohashi & Minoya Central Station,2009-01-01,225680,13,7,1,0.622,0.641,0.682,1.25e-05,0.112,-6.009,0.0344,86.424,4,0.663,0,0,1
1442,Kimono Beat,Bible III,Seiko Matsuda,1980,229000,0,7,1,0.857,0.44,0.732,1e-05,0.495,-10.495,0.0348,120.886,4,0.797,0,0,1
1443,真夏の果実,真夏の果実,サザンオールスターズ,1990-07-25,279300,62,2,1,0.466,0.825,0.541,0.00304,0.0903,-7.687,0.0447,201.295,4,0.436,0,0,1
1444,雨に濡れた少女,ゴールデン☆アイドル 山口百恵,Momoe Yamaguchi,2015-02-11,191600,0,5,1,0.591,0.584,0.449,0.0,0.264,-7.125,0.0264,113.035,4,0.364,0,0,1
1445,センチメンタルピリオド,UNISON SQUARE GARDEN The 1st Collection for streaming,UNISON SQUARE GARDEN,2019-10-11,253306,23,6,1,0.47,0.00851,0.947,0.0,0.202,-2.104,0.0725,183.927,4,0.929,0,0,1
1446,さよならと同じRain,GOLDEN☆BEST 大橋純子 ソニーミュージック・イヤーズ,Junko Ohashi,2009-06-10,273266,0,8,1,0.641,0.154,0.922,0.0,0.0462,-5.688,0.0565,118.041,4,0.788,0,0,1
1447,陽炎 - Remastered 2019,FAB LIST 1 (Remastered 2019),Fujifabric,2019-08-28,296373,15,2,1,0.421,0.00292,0.762,0.000441,0.118,-6.949,0.0347,172.948,4,0.358,0,0,1
1448,雨模様,サーフサイド・ブリーズ〜真夏の風,森川美穂,1986-07-21,240866,0,10,1,0.636,0.452,0.517,0.0001,0.0589,-10.347,0.03,122.778,3,0.49,0,0,1
1449,DANCIN' IN THE RAIN,L.A.BLUE,Momoe Yamaguchi,2004-07-22,338920,0,0,0,0.457,0.235,0.507,0.0014,0.25,-9.106,0.0267,86.265,4,0.34,0,0,1
